Show,Sentiment,Review
Star Wars: The Clone Wars,1,"While I will exhaust hours arguing Sequel Trilogy defenders, I'm sure all Star Wars fans will agree the Clone Wars finale is some of the best the entire saga has to offer."
Star Wars: The Clone Wars,1,Some of the best Star Wars I've seen in years.
Star Wars: The Clone Wars,1,A mix of the excellent and the bloated; some the best stuff that Filoni has done for the series. [Full review in Spanish]
Star Wars: The Clone Wars,1,"Sombre, thrilling and brilliantly done, The Final Season is a fine end to one of the best things about Star Wars."
Star Wars: The Clone Wars,1,"Every prequel should however, in the end, make the larger story better, and while Lucas' actual prequel trilogy struggled to do that, The Clone Wars pulled it off."
Star Wars: The Clone Wars,1,"In the endgame, the show is better than ever."
Star Wars: The Clone Wars,1,"This season will also serve as a gauge to see whether audiences want more of the STAR WARS saga told in animated form. If it comes even close to the quality of The Clone Wars, the answer will undoubtedly be yes."
Star Wars: The Clone Wars,1,"The action sequences are dynamic, fluid, and the camerawork moves with a coolness and verve."
Star Wars: The Clone Wars,1,'The Bad Batch' was a very welcome return for The Clone Wars. Its impressive visuals and balance of action and focus on the characters makes it feel as if the series had never left.
Star Wars: The Clone Wars,1,"This first episode of an arc offers little more than some pulpy action, a slickly staged action sequence, and an enticing cliffhanger. ""The Bad Batch"" is not a spectacular comeback, all things considered, but it's good to be back in the world."
Star Wars: The Clone Wars,1,"""The Clone Wars"" kicked off its last season with a war-filled episode that will certainly have fans talking... But the episode tells all ""Star Wars"" fans that it's time to unite one more time and get through the ongoing battle together."
Star Wars: The Clone Wars,1,"All the major names that returned to the Star Wars movies over the past half-decade were certainly exciting, and hearing animation stalwart Dee Bradley Baker's voice in new episodes of The Clone Wars is in many ways equally thrilling."
Star Wars: The Clone Wars,1,"[T]he standout aspect here is the much-improved animation, especially in the action department."
Star Wars: The Clone Wars,1,"This is one of the biggest contributions that The Clone Wars brings to the Star Wars franchise. While the series rehabilitates the weaker parts in the Prequel trilogy, it breaks away from the light-vs.-dark dichotomy that defines the franchise."
Star Wars: The Clone Wars,1,"The animation is better than ever, the spirit of the series-a more character-based version of the stories told between ""Attack Of The Clones"" and ""Revenge Of The Sith"" are as compelling as ever."
Star Wars: The Clone Wars,1,"It's the brief breath of air that keeps the audience invested in the fates of the soldiers on screen, building up their characters by showing who they are when they aren't fighting for their lives."
Star Wars: The Clone Wars,1,"I'm so happy to be writing these words: The Clone Wars is back baby, and it's good! But don't you think for a second that I didn't notice Anakin's longer hair, which is both beautiful and worrisome..."
Star Wars: The Clone Wars,1,"While I'm not particularly sold on the Bad Batch being ""truly"" bad, or even all that complicated, they do provide an off-kilter dynamic that may lead to some interesting developments down the line."
Star Wars: The Clone Wars,1,"Only time will tell if this arc has enough meat to justify the four-episode structure, but it's off to a promising start."
Star Wars: The Clone Wars,1,[The premiere] effectively reintroduces this narrative and demonstrates some of the reasons why fans find The Clone Wars so much fun in the first place.
Star Wars: The Clone Wars,1,"If you're already a fan of The Clone Wars, this initial return suggests a finale that fulfills the promise of everything that's come before. It's beautiful, action-packed, and rich in themes and emotion."
What If...?,1,"While several episodes fail to go above and beyond the typically MCU formula, most stories in this MCU anthology manage to take full advantage of the boundless imagination that the show's concept permits."
What If...?,1,"Not only did What If provide us with clean stories, exciting animation, and a roster of recognizable voices, the season-long arc sent my brain into fangirl overdrive."
What If...?,1,"It's difficult to understand What If...? as something more than an curious experiment.... [it] will frustrate the uninitiated in this world, while provoking sincere enthusiasm from Marvel scholars. [Full review in Spanish]"
What If...?,1,An animation series that may be the best that the platform has released of late. [Full review in Spanish]
What If...?,1,"What If...? is a fun exploration of alternate versions of the MCU, with animation that does a good job of conveying the action that's baked into the MCU recipe."
What If...?,1,An epically fun Twilight Zone-style anthology series that dives into divergent timelines where familiar MCU events played out differently.
What If...?,1,"With dazzling visuals and thrilling storytelling, Marvel's new animated series follows beloved storylines to new ends and scores on every level."
What If...?,1,In the grand scheme of the MCU it may not be remembered in a few years but I found it a fun weekly half hour and while a little odd the animation style was enjoyable as well.
What If...?,1,"The episodes are short and sweet, and they bring with them intriguing ideas ... some of which I hope end up affecting the MCU movies. [Full review in Spanish]"
What If...?,1,"Much like the comic anthology, some concepts will hit harder than others."
What If...?,1,What If impresses as a visceral redux of the MCU's well-trudged blueprint.
What If...?,1,"Being that it's an animated series, it certainly plays into having a younger audience as its demographic. There's more humor and the storytelling is a bit more simple and wrapped up in a quick fashion."
What If...?,1,The third one was [my favorite] but... they get they get significantly better as they go along.
What If...?,1,The style of animation sees the pages of a comic-book brought to life - a unique touch that goes a long way with regards to hooking the viewer in.
What If...?,1,"Does it feed into the great scheme or just work as a sorbet until Marvel's big-screen offerings kick phase four into gear? For now, enjoy the Easter egg diversion."
What If...?,1,"A bit of a slow start to a series that I am looking forward to, and the first story was a bit of a dud. I am most excited about Jeffrey Wright's voice as The Watcher."
What If...?,1,"The series' roughly 30-minute episodes feel epic enough that, perhaps in another reality, they could have an effect on future MCU stories. Again, they won't have one in the MCU."
What If...?,1,"While an episode like this can never be replicated due to the loss of Boseman, it still shows how What If...? can continue to elevate familiar Marvel characters by making good on the series' limitless potential."
What If...?,1,Atwell's welcome return gives the alternative version of Peggy Carter both powerful confidence and engaging empathy.
What If...?,1,They've done a really great job at taking the characters that we know from live action and then making them into these animation characters.
What If...?,1,"This beautifully animated new series features loads of action, a dope voice cast, and an outstanding premise. What's not to love?"
What If...?,1,Fans will get a kick out of Marvel's first-ever animated series which takes familiar scenes out of MCU movies and switches up beloved characters. Hearing the original cast members adds to the nostalgia including Chadwick Boseman's last time as T'Challa
What If...?,1,"An action-packed dive into the MCU in new, unique and exciting ways... Sporting fantastic animation and an A-list cast of familiar voices, it's perhaps one of the most lavish animated series ever pulled together!"
What If...?,1,"They're setting things up for the multiverse movie, and it's making me more and more excited for... the new stuff coming up."
What If...?,0,"""What If...?"" is more of a ""WTF?"" Under all the bells and whistles, the Disney streamer is blatantly aiming to stave off losing Marvel subscribers with Saturday morning standard graphics and pretty rudimentary storytelling."
What If...?,1,"For those already on board, What If...? will, more often than not, play as an enjoyable, if thin, bit of television. For those unfamiliar or actively skeptical of the MCU, nothing here will persuade them to reconsider."
What If...?,1,"Each of the three half-hour episodes made available for review locked me in with breezy scripts, an agile narrative energy and a mesmerizing, near-photorealistic animations style."
What If...?,1,"The story, animation style and short running time don't always come together, but the first three episode still showcase a very exciting creative swing for Marvel."
What If...?,0,"[What If...? is] bite-sized chunks of comic book fun, however [the show doesn't] go further than being half-hearted fan service."
What If...?,1,They undoubtedly only scratch the surface of the many mind-bending possibilities to explore - not really proving as groundbreaking or inventive as hoped.
What If...?,1,"Much like how Steve and Bucky viewed her in The First Avenger, they are open to Peggy knowing more than them, but in What If...? she's the leader and stronger than everyone, and it's accepted and celebrated-and it's what Peggy Carter deserves."
What If...?,1,"The questions the show poses about the MCU make it a unique, fascinating series that pushes its audience to think critically about elements we take for granted in Marvel's live-action universe."
What If...?,1,"If you enjoyed the colourful chaos of the magnificent Spider-Man: Into the Spider-Verse, then you'll absolutely fall in love with Disney+'s latest Marvel series."
What If...?,0,"While my curiosity is piqued, I wasn't completely blown away by this outing."
What If...?,0,"Each episode may begin with What If...?, but they end, resoundingly, with nothing more than ""So what?"""
What If...?,1,"It notably stumbles into a mistake that always irks me in alternate-universe stories like this, but aside from that, it's just an absolute blast."
What If...?,1,"For dedicated Marvel enthusiasts, on the other hand, What If ...? might feel inessential. But the prospect of speculative fan-fiction with a stamp of approval will be hard to resist."
What If...?,0,"The light fun of it is eaten away by the cynicism from within the project, that what purports to be about infinite possibilities is blatantly more about repurposing."
What If...?,1,Maybe not quite on par with some of the great Batman or Superman cartoons we've gotten over the years.
What If...?,1,"What If...? is playful enough with its creativity, but these half-hour jaunts feel more like curiosities than essential text."
What If...?,1,"It's clever as hell, daring in its alternate realities being served up, and produced with the state-of-the standards you'd expect from Marvel and Disney."
What If...?,0,"Perhaps Marvel's What If...? will be more accessible to non-discerning younger viewers, but for adults, there is not much here to recommend."
What If...?,1,"Quite simply, the kind of rewarding, well-produced joy that any fan of Marvel's recent content is going to lap up with glee."
What If...?,1,"One of those cases where ""what you see is what you get"" and that's perfectly fine. The anthological format prevents developing great long-term stories but wont' matter as long as the series maintains its current quality standard.[Full review in Spanish]"
What If...?,1,"although ""What If ...?"" is based on a fundamentally dubious concept, the three episodes sent over for review do enough right to be entertainingly worthwhile."
What If...?,1,"Overall, What If...? is a promising fresh take on a plethora of stories within the MCU landscape."
What If...?,1,Superb storytelling coupled with astounding animation make What If...? one of Marvel Studios' all-around best projects.
What If...?,1,"The writing is imaginative and unpredictable with a great understanding of the worlds and characters within the franchise, and the voice cast is fantastic, aside from a few A-list no shows"
What If...?,1,"What If...? combines creative minds and talents to develop fresh and innovative alternative realities, while honoring the core of the MCU characters."
What If...?,0,"The idea of taking such popular, well-worn characters and scrambling them throughout this massive worldbuilding experiment sounds fun, but the results so far are pretty lukewarm."
What If...?,1,"As a short-form animation without an overriding plot What If...? is more interesting than gripping, and sometimes the animation style looks a bit stiff on-screen (though notably, less so in the excellent action scenes)."
What If...?,1,Marvel's animated series is a much-needed change of pace for the aging superhero franchise. What If...? is navigating this shiny new multiverse with the giddiness of a kid exploring a massive sandbox.
What If...?,1,What If...? is a good start to what could be a strong set of animated series in the Disney+ Era of Marvel (something it's been lacking).
What If...?,1,"The result resembles enhanced Jonny Quest as much as Jack Kirby, but it's cool enough. And when things get crazy -- as they do at cosmic scale in each episode so far -- an almost Lovecraftian level of fearsome grandeur fills the screen."
What If...?,1,"It's like the movies in that it tells a fascinating story MCU fans can geek over. That's the easiest way to explore it. But though it's a good show for MCU fans, it's hard to say it's a must-watch. Right now, it doesn't matter."
What If...?,1,"It's an especially savvy way of super-serving fans, in a package that's colorful and fast-paced enough to entertain those who might not get every reference or wrinkle in time."
What If...?,1,"For fans who are already all-in on anything that Marvel Studios does, Marvel's What If..? will be a satisfying remix, even with the show's frustrating shortcomings."
What If...?,1,"It's hard to predict where What If will go, but judging by this first episode, the show has a lot of room for improvement if it wants to be the same kind of appointment viewing that its live-action counterparts have proven to be."
What If...?,1,"Those ellipses in What If...?, rather than a punctuated full stop, also echo one of the show's greatest strengths: leaving fans wanting more."
What If...?,1,"Though it feels inevitable that What If will eventually play into the live-action space in a direct way, what's exciting about the show is how Marvel seems keen on keeping it around for at least one more season."
What If...?,1,A relatively breezy and often humorous series that puts a quirky and borderline goofy spin on the Marvel timeline as we know it.
What If...?,0,"For a series set in the infinite vastness of a multiverse, What If...? is dreaming awfully small."
What If...?,1,"Marvel Studios' first animated series is a stylish narrative experiment with fun twists and surprises -- nothing more, nothing less. For the uninitiated, it's impenetrable."
What If...?,1,"It's fun simply because the level of quality control at Marvel is pretty high these days, and because some of the ideas are either inherently appealing... But not every installment lives up to the title's seemingly limitless potential."
What If...?,1,"""What If...?"" might not win over the superhero-averse, but if you're a fan who has grown a bit fatigued of Disney's biggest franchise recently, this could be the antidote you've been needing."
What If...?,1,"For right now, though, its appeal lies largely in its connection to what came before. Perhaps the show's strongest quality is just how many MCU all-stars return in their signature roles; even some truly minor supporting actors."
What If...?,1,Expect the unexpected ... This series is a treat for comic and MCU fans. All of these scenarios and different outcomes are so much fun to watch
What If...?,1,There's a fluidity to the series that doesn't betray the weight of the characters and the world around them. It gives the action scenes a level of inventiveness and movement that even the best of the MCU films have had trouble matching.
What If...?,1,"The anthology format might bug some. But if you're used to the way the comics set themselves up and are looking for the MCU with a twist, you'll have a good time with this one!"
What If...?,1,Should thrill Marvel Cinematic Universe fans with these fascinating alternative scenarios for some of the most beloved MCU stories.
What If...?,1,"Despite some issues with pacing and a relatively mixed bag of one-off concepts, there's more than enough charm, imagination, and pulse-pounding excitement to make What If? a worthy addition to Disney+'s Marvel repertoire."
What If...?,1,"Marvel enters the animation arena very aggressively - and effectively. MCU fans will be over the moon with this show, and Captain Carter is a fantastic new addition."
What If...?,0,"A galaxy-level cast, for a TikTok-level Disney+ series. [Marvel's] first animated series [...] allows it to operate on a different canvas [but] the first three episodes don't push the envelope. What If...? feels like a footnote in the MCU encyclopaedia."
What If...?,1,"Marvel's What If...? doesn't quite maximize the potential of the premise, but the first three episodes are packed full of exciting action, Easter Eggs and major surprises."
What If...?,1,"Marvel's ""What If...?"" is entertaining and fun and an enjoyable remix of MCU origins, but it could stand to have some more unique storytelling."
What If...?,0,"What If...? opens up a world of possibility for Marvel, which it explores with enthusiasm, but also, in an act of hubris, with one hand tied smirkingly behind its back."
What If...?,1,"What If...? may be animated but at the end of the day, this series is still canon and essential viewing."
What If...?,1,"Endlessly imaginative and entertaining, What If...? stays firm in its roots while allowing its characters and fans to play in realms beyond."
What If...?,1,The first three episodes show a potential that has not exploded yet. (...) An homage of what has happened and a statement for what's to come. [Full review in Spanish]
What If...?,1,"The sandbox What If...? gets to play in is large and shows intriguing promise. The first three episodes just hardly scratch that surface. It's a solid start, but this first batch of episodes leaves a lot to be desired."
What If...?,1,"Marvel's very own version of the Twilight Zone, What If...? gets dark with some unexpected twists and turns as we dive headfirst into the multiverse."
What If...?,1,"An instant animated classic, What If...? delivers world after world of endless possibilities you need to explore, and if what we see from these first three chapters is any indication, Marvel Studios has delivered a mind-bending MCU masterpiece."
The Falcon and the Winter Soldier,0,The series is ultimately uncertain of what it wants to say.
The Falcon and the Winter Soldier,0,"I want to believe this dire six-part action movie was just an unnecessary origin story, a very long prologue to an actual new kind of adventure about the first Black Captain America's difficult journey through a difficult world."
The Falcon and the Winter Soldier,0,Its timely racially and politically charged plot lacks focus.
The Falcon and the Winter Soldier,0,We could've developed Bucky loads more.
The Falcon and the Winter Soldier,1,"Although the series got off to a slow start, the adventures of Captain America's best friends Falcon/Sam Wilson and Winter Soldier/Bucky Barnes have picked up considerably as the action/espionage series continues."
The Falcon and the Winter Soldier,0,The show feels like a really extended movie with a bad villain. It depends too much on the legacy of Steve Rogers with really interesting secondary characters that try to live up to him. [Full review in Spanish]
The Falcon and the Winter Soldier,1,Once again using its Avengers B-team to both focus on larger issues while setting up future films. If you still haven't seen the Disney+ drama -which aired its season finale on April 23- it's time to fly in.
The Falcon and the Winter Soldier,1,"""That The Falcon and the Winter Soldier works at all is mainly down to Mackie and Stan."""
The Falcon and the Winter Soldier,1,"Why must Sam, or anyone for that matter, don a nation's name and symbols in order to be a fitting hero? The show never provides a satisfactory answer."
The Falcon and the Winter Soldier,1,This series does a fantastic job of connecting the MCU to an intriguing new plot line designed especially for television.
The Falcon and the Winter Soldier,1,I don't think this series will re-invent the Marvel wheel or come with a clever new bent like we saw with WandaVision but it should satisfy Marvel fans.
The Falcon and the Winter Soldier,1,"The most cinematic I've ever seen for a TV show and quite frankly, it's wasted on a 52-inch screen."
The Falcon and the Winter Soldier,1,Falcon and the Winter Soldier showed it's possible to actually have a black lead in a show and not be tokenistic about it.
The Falcon and the Winter Soldier,1,I needed a Marvel thesaurus to watch this show. I loved the Anthony Mackie and Sebastian Stan team-up but wanted a bit more in terms of the super-soldier status of Captain America
The Falcon and the Winter Soldier,1,It seems that Marvel is taking giant and safe steps to get the audience to forget Steve Rogers and Tony Stark. [Full Review in Spanish]
The Falcon and the Winter Soldier,1,"Of course, the outcome of 'Falcon and the Winter Soldier' has many more implications, although the most interesting comes from what the world would look like in one where everyone was super. [Full Review in Spanish]"
The Falcon and the Winter Soldier,1,The Falcon and the Winter Soldier attempts to move past the MCU's abysmal track record on women.
The Falcon and the Winter Soldier,0,An incredibly frustrating story that never quite brings all of its ideas home.
The Falcon and the Winter Soldier,1,"It feels at times like two different shows and not everything always worked for me, but I still mostly enjoyed watching it."
The Falcon and the Winter Soldier,1,"While not flawless by any means The Falcon and The Winter Soldier showed us some major spectacle and some really interesting, grounded story telling."
The Falcon and the Winter Soldier,1,"It's far from a perfect show, but it had moments of emotion and connection that have often been lacking in the MCU as a whole."
The Falcon and the Winter Soldier,1,The Falcon and the Winter Soldier may have struggled with defining its tone... But its commitment to the overarching theme of American heroes and the dangers of exceptionalism has been unwavering.
The Falcon and the Winter Soldier,1,"Falcon and the Winder Soldier proves to be a more mature take on a story full of characters living in a grey area, so it is up to the audience to decide where to draw the line regarding the moral and ethical conflicts presented by the series."
The Falcon and the Winter Soldier,1,"Since the conclusion of 'Endgame,' each Phase 4 project has dealt with loss, recovery, or filling the void in some way. The latest MCU entrant is no different."
The Falcon and the Winter Soldier,1,"This is not only a highly engaging action-adventure series about who will be the next Captain America superhero, it also offers an informed discussion about symbolism, race, American history, heroism and image."
The Falcon and the Winter Soldier,1,"Oh, Marvel you truly are a marvel."
The Falcon and the Winter Soldier,1,"Overall, it just felt like The Falcon and the Winter Soldier had little purpose, other than to pass the Captain America baton."
The Falcon and the Winter Soldier,0,"TFATWS boasts the rhythms & pacing of a film applied to the structure of a television show, without much thought devoted to how each medium works."
The Falcon and the Winter Soldier,0,"What's more frustrating at this point is, despite everything raised in the series so far, the emphasis of the show always leads back to the ethical dilemma about how we fight instead of who we fight for."
The Falcon and the Winter Soldier,1,"Though The Falcon and the Winter Soldier is a less ambitious, inventive project than other Marvel outings, it is at least a smart one."
The Falcon and the Winter Soldier,1,They're great actors who are now given the chance to really shine.
The Falcon and the Winter Soldier,1,"It is less of a treasure hunt than WandaVision, but could deliver some game-changing moments for the Marvel Cinematic Universe."
The Falcon and the Winter Soldier,1,"A fascinating look at the inner lives of these heroes, one that simply wasn't on offer in the films."
The Falcon and the Winter Soldier,1,"The Falcon and the Winter Soldier feels more MCU than any of the previous television or streaming shows, despite Spellman and Skogland's limited film experience."
The Falcon and the Winter Soldier,1,"Everything about the show, including -- most critically -- its heart and humor, will feel comfortably familiar to anyone who's laughed, cried, or cheered during a Marvel film."
Star Wars Rebels,1,Star Wars Rebels has pulled out all the stops when it comes to the more mysterious elements of Star Wars lore. But it has also stayed true to the show's main characters.
Star Wars Rebels,1,I just thought this finale was tremendous.
Star Wars Rebels,1,"If you haven't seen Star Wars Rebels, you're gonna want to catch up. Much like The Clone Wars, it's got some of the strongest and most creative storytelling in the Star Wars franchise, but gets unfairly ignored by virtue of being an animated series."
Star Wars Rebels,1,The best yet... The endgame was strong in this one.
Star Wars Rebels,1,"And now, with the final episodes of Star Wars Rebels in the books, those fans have been rewarded with a thorough-and thoroughly exciting-concluding chapter of the rebels' story."
Star Wars Rebels,1,"This isn't to suggest that tonight's episode, 'Rebel Assault', is a bad installment or that it takes the season off track - quite the opposite, in fact - but having it serve as midseason finale makes for an arbitrary point in the action to hit pause."
Star Wars Rebels,1,"Star Wars Rebels easily could have lasted another year or two before taking its final bow, but at least it ends on its own terms."
Star Wars Rebels,1,'Heroes of Mandalore Parts 1 and 2' provides an action-packed introduction to the season that also speaks to over-arching themes.
Star Wars Rebels,1,"As long as those endings are satisfying, as long as they honor all of the wonderful characters, Rebels' four-year journey will have been a successful one."
Star Wars Rebels,1,"Star Wars Rebels just gets back to brass tacks, pushing much of the show's arcs to the side to focus on one: Sabine, the Mandalorians, and the vague but powerful weapon she helped create."
"Love, Victor",1,"In its three seasons, Love, Victor educates viewers through characters with different and well-rounded lives and therefore influences hearts to be open to perspectives they’ve never properly considered."
"Love, Victor",0,"Whether the fantasy ending is due to an early cancellation or the desire to tie everything up with a tidy bow, this final season is unsatisfying. The characters are shadows of themselves, and the interesting messiness (and queer focus) is all but gone"
"Love, Victor",1,"Last episode was pretty sparse, but this time, we’ve got a bit of everything."
"Love, Victor",1,"This is the weakest season, but there are well-fleshed out characters and wonderful storylines. It is a heartfelt ending overall."
"Love, Victor",1,"The show continues combining complex themes with its feel-good vibe, culminating in a worthy send-off."
"Love, Victor",1,"The series that brought normalcy and vital representation to the gay community ends its run in fine form. This is a touching and fitting send-off for the hit, inclusive teen drama."
"Love, Victor",1,The treacly sweetness of the series continues to be its most palatable feature precisely because the show’s goal has always been as much about didacticism as it has been about entertainment.
"Love, Victor",1,"Love, Victor is aware of its lane and it’s pleasantly happy to stay on cruise control for its last set of episodes. That might sound like I’m being sarcastic, but “approachable high school fairy tale” is a vibe, and they’re right to ride it."
"Love, Victor",1,"If this is the end, Love, Victor is bidding farewell in an entertaining, heartfelt, funny and uplifting fashion, which is all we could have really asked for."
"Love, Victor",1,"The third and final season “Love, Victor” brings the story of Victor Salazar’s queer coming-of-age full circle. While at its heart the show remains a romantic comedy, it also finally embraces the artistic freedom to truly explore his sexuality."
"Love, Victor",1,"The final season of Love, Victor comes full circle for a fitting and hopeful conclusion. However, due to the extended cast...with a number of established storylines to satisfyingly wrap up...the eight-episode instalment does feel a little overstuffed."
"Love, Victor",0,"Love, Victor’s unfocused final season muddles everything that made the show successful in the past with a wide array of subplots that don’t earn an emotional connection."
"Love, Victor",1,"The final season perfectly closes things out for every character. A bit rushed at times, and it feels far too short with just 8 episodes, yet it comes full circle. Long time fans will be left with a smile on their face, and a tear in their eye."
Marvel's Daredevil,1,"With some of the most compelling drama of the series, along with the most impressive action sequences and character moments, season 3 of Daredevil packs a lot into Matt Murdock's return to the streets of Hell's Kitchen."
Marvel's Daredevil,1,"Daredevil is a show that never fails to impress and always finds that balance between giving viewers the key ingredients they want, while adding just the right spice of mystery."
Marvel's Daredevil,1,"""Daredevil"" creates a sense of realism partly through visceral, feel-every-rib-break action sequences."
Marvel's Daredevil,1,An extraordinary season. [Full Review in Spanish]
Marvel's Daredevil,1,"When it comes to most well-written as well as the best-acted characters on-screen, those titles go to our hero and our villain, Matt Murdock, and Wilson Fisk."
Marvel's Daredevil,1,This season is relentless from the get-go and absolutely does not disappoint as the Man Without Fear returns from the dead to bring down one of his most iconic villains.
Marvel's Daredevil,1,"Daredevil season 3 is a canny and intelligent return to this un-comic tale of crime, justice, and faith."
Marvel's Daredevil,1,"Murdock, Fisk and Dex are all well served, acted brilliantly and form an extremely strong backbone to a season that still has other good things going for it. Recommended!"
Marvel's Daredevil,1,Watching the Devil of Hell's Kitchen emerge from the darkness is pure adrenaline -- Daredevil Season 3 enthralls.
Marvel's Daredevil,1,"Daredevil's third season is both thought-provoking and entertaining, something Marvel/Netflix shows have struggled with for the last few years."
Marvel's Daredevil,1,"Lost in the excitement of ""Daredevil's"" return is the realization that this is the first new season in 2 1/2 years. And the show has never been better than it is right now."
Marvel's Daredevil,1,"So it's a pleasant surprise to return to Daredevil for season three and find a stripped-back, focused crime story that once again grips from episode to episode."
Marvel's Daredevil,1,"Cox's Daredevil is perhaps the most brooding and thought-provoking he has been yet - and his performance follows suit, giving viewers possibly the most true-to-page Daredevil ever seen on-screen."
Marvel's Daredevil,1,"When D'Onofrio is allowed to be Fisk, to really embody the cruelty and spirit of the villain, he taps into a strain of excited fear, like the tingle you feel after lightning flashes but thunder hasn't yet struck."
Marvel's Daredevil,1,D'Onofrio has planted a top 5 performance this season.
Marvel's Daredevil,1,"Puts the focus where it belongs: on Matt, Fisk, Foggy, and Karen, the core characters that we originally grew to love or hate back in Season 1."
Marvel's Daredevil,1,"Every Netflix MCU show has sought to imitate the first season of Daredevil in some way, with decidedly mixed results. Season 3 shows that Daredevil still does Daredevil best."
Marvel's Daredevil,1,"It took a while to get going...but this became my favorite season, a nail-biting exercise in perfectly-executed tension. I was so pleased with the writing..."
Marvel's Daredevil,1,"Daredevil's third season does not simply pick up where the last one left off, but rather after the events of the mashup miniseries The Defenders."
Marvel's Daredevil,1,"Creator Drew Goddard and Erik Oleson have created an adept season that goes back to its roots, but also grows from them. This tortured hero has an exceptional arc, across from a menacing villain, with an assortment of significant side characters."
Marvel's Daredevil,1,I just enjoyed a lot of the backstory about Daredevil that was explored more this time.
Marvel's Daredevil,1,I thought it was a great season...I definitely liked it more than season two.
Marvel's Daredevil,1,Some of the shots in this show are incredible because they do long-lasting fight sequences...The fight choreography is really beautiful.
Marvel's Daredevil,1,"It wasn't great, but it was the first Marvel/Netflix season in years where the ratio of what worked versus what didn't was positive -- a bounceback this show, and this entire mini-franchise, very badly needed."
Marvel's Daredevil,1,"Daredevil is still the best of the Marvel shows on Netflix, but these shows have grown too alike and all suffer from pacing issues."
Marvel's Daredevil,1,A masterful season.
Marvel's Daredevil,1,"While flawed, the third season of Daredevil delivers on its promise to shock and entertain, to grant us deeper insight into a tormented hero with everything to lose."
Marvel's Daredevil,1,"Sure, there are still pacing issues (13 eps is still too many), but it's also weirdly refreshing to see a season without a single cameo or surprise guest from another part of the Marvel universe."
Marvel's Daredevil,1,"While the ""brave hero who loses everything and believes he has to put himself on an island to win"" trope is infuriatingly overplayed, it seems to work for season three."
Marvel's Daredevil,1,I could show this to anybody... the accessibility level of this show is amazing.
Marvel's Daredevil,1,"But more important than fidelity to the source material is the result. In that, Season 3 excels, with the six episodes provided for review representing the best of the series, and, arguably, of Netflix's corner of the Marvel Cinematic Universe."
Marvel's Daredevil,1,"Oleson and Co. have crafted such a dense, dark set-up here that, for the first time since Jessica Jones' first season, diving back into the streets of Hell's Kitchen feels more like a treat than a chore. Thank God."
Marvel's Daredevil,1,"The show may never have the spark it did in its earliest days, but it did help elevate the way stories of superheroes can be told on television. There's still progress to be made, but ""Daredevil"" feels like it's on the right track."
Marvel's Daredevil,1,"But good news, Daredevil fans, the third season-which drops in its entirety this week-is genuinely good again thanks in no small part to the return of Vincent D'Onofrio as the devilishly menacing Kingpin."
Marvel's Daredevil,1,"As strong as season three of Daredevil was, here's hoping Netflix grabs the devil by the horns and graces us with another installment."
Marvel's Daredevil,1,"Gone is the mystical nonsense of The Hand and K'un-Lun, replaced by the sheer brilliance and brutality of the return of Wilson Fisk. He was a key part of why season 1 was so great, but here in season 3, Fisk has been fully unleashed."
Marvel's Daredevil,1,"What ""Daredevil"" does particularly well this season is build engaging side stories that keep the momentum going as we wait for Murdock to get back into costume."
Marvel's Daredevil,1,Daredevil: Season 3 kicks Marvel's Netflix slump to the side in favor of a dark and powerful rollercoaster of redemption that makes every scene count and brings back Wilson Fisk at Matt Murdock's white (suited) whale.
Marvel's Daredevil,1,"For a chunk of the season, the main characters barely interact with each other. It's one of the reasons why the season works."
Marvel's Daredevil,1,"Season three is a back-to-basics approach and it's one that'll thrills fans who fell in love with the rough-and-tumble, grounded spirit of the first season."
Marvel's Daredevil,1,[T]he best season yet for the Devil of Hell's Kitchen.
Marvel's Daredevil,1,"D'Onofrio puts in another superb turn as the Kingpin, and he's so intensely watchable that Fisk makes up for much of the shortcomings of Daredevil season 3 early on."
Marvel's Daredevil,1,"It's exhilarating, special, and impossible to look away from."
Marvel's Daredevil,1,"What's clear is that [showrunner Erik] Oleson and his staff course-correct after an over-crowded second season, returning the focus to the people who live in this story."
Marvel's Daredevil,1,"All the things you liked about season 1 are here: the innovative cinematography, the creative manipulation of flashbacks, the brutal close hand-to-hand beatdowns. Some of these shots, as stills, are worthy of art classes all by themselves."
Marvel's Daredevil,1,Daredevil's third season is a return to form.
Marvel's Daredevil,1,"The new baddie's arrival on the scene is perhaps one of the new season's best achievements -- not simply because of the character's popularity in the comics, but due to the careful manner by which the writers and Bethel breathe life into him."
Marvel's Daredevil,1,"Perhaps more than any show in the whole Marvel-Netflix Globular Cluster, Daredevil makes me question everything I like and everything I dislike about the Heroes for Hire and their simultaneously intriguing and mind-numbing transits through space-time."
Marvel's Daredevil,0,"Despite marquee villains new and old, the Man Without Fear thus risks becoming the Series That Induces Sleep."
Marvel's Daredevil,1,"I'm still watching, so I guess it's good enough. But I also know it could be so much better."
Marvel's Daredevil,1,Daredevil is back and kicking ass and you will not leave your seat until you finish this stellar run.
Marvel's Daredevil,1,"Unlike the previous two seasons, Season 3 minimizes Matt and his moral dilemmas to make more room for what is truly one of Marvel's best supporting casts."
Marvel's Daredevil,1,"Just as Matt Murdock rises from the ashes and rubble to save Hell's Kitchen one more time, Daredevil Season 3 could potentially do the same for Marvel shows on Netflix."
